TAG	name	alias
LOC_EMD	서면 정포리	서면 정포리
LOC_EMD	서면 주항리	서면 주항리
LOC_EMD	서면 죽평리	서면 죽평리
LOC_EMD	서면 중현리	서면 중현리
LOC_EMD	서면 지본리	서면 지본리
LOC_EMD	서면 천촌리	서면 천촌리
LOC_EMD	서면 청소리	서면 청소리
LOC_EMD	서면 태하리	서면 태하리
LOC_EMD	서면 판교리	서면 판교리
LOC_EMD	서면 팔봉리	서면 팔봉리
LOC_EMD	서면 학구리	서면 학구리
LOC_EMD	서면 현암리	서면 현암리
LOC_EMD	서면 흥대리	서면 흥대리
LOC_EMD	용면 도림리	용면 도림리
LOC_EMD	용면 두장리	용면 두장리
LOC_EMD	용면 쌍태리	용면 쌍태리
LOC_EMD	용면 용연리	용면 용연리
LOC_EMD	용면 용치리	용면 용치리
LOC_EMD	용면 월계리	용면 월계리
LOC_EMD	용면 추성리	용면 추성리
LOC_EMD	용면 통천리	용면 통천리
LOC_EMD	율면 고당리	율면 고당리
LOC_EMD	율면 본죽리	율면 본죽리
LOC_EMD	율면 북두리	율면 북두리
LOC_EMD	율면 산성리	율면 산성리
LOC_EMD	율면 산양리	율면 산양리
LOC_EMD	율면 석산리	율면 석산리
LOC_EMD	율면 신추리	율면 신추리
LOC_EMD	율면 오성리	율면 오성리
LOC_EMD	율면 월포리	율면 월포리
LOC_EMD	율면 총곡리	율면 총곡리
LOC_EMD	입면 금산리	입면 금산리
LOC_EMD	입면 대장리	입면 대장리
LOC_EMD	입면 만수리	입면 만수리
